CtNumero,NU_ProcessoLicitacao,CtVigenciaInicio,CtVigenciaTermino2,Tempo,OrNome,Credor,ObNome,CtValorTotal,Textbox7,CtValorTotal1
0370/2022,25.000.004570.2022,13/10/2022,31/12/2022,2,SES - 25.0001,30.680.100/0001-77 - JHT COMÉRCIO LTDA - EPP,MATERIAL DE LIMPEZA E EMBALAGEM,"45.960,00",4.316 CONTRATOS,"7.765.015.650,79"
0371/2022,25.000.004570.2022,13/10/2022,31/12/2022,2,SES - 25.0001,07.227.808/0001-55 - BJ COMÉRCIO DE ALIMENTOS LTDA - EPP,MATERIAL DE LIMPEZA E EMBALAGEM,"3.408,00",4.316 CONTRATOS,"7.765.015.650,79"
0372/2022,25.000.004570.2022,13/10/2022,31/12/2022,2,SES - 25.0001,20.873.342/0001-23 - HC COMÉRCIO DE PAPELARIA E SERVIÇOS LTDA - EPP,MATERIAL DE LIMPEZA E EMBALAGEM,"24.542,00",4.316 CONTRATOS,"7.765.015.650,79"
0373/2022,25.000.004570.2022,13/10/2022,31/12/2022,2,SES - 25.0001,44.820.086/0001-74 - MAVYG COMÉRCIO DE MÓVEIS LTDA - ME,MATERIAL DE LIMPEZA E EMBALAGEM,"4.570,00",4.316 CONTRATOS,"7.765.015.650,79"
0374/2022,25.000.004570.2022,13/10/2022,31/12/2022,2,SES - 25.0001,41.467.016/0001-96 - MILLENIUM LICITAÇÕES LTDA - ME,MATERIAL DE LIMPEZA E EMBALAGEM,"16.919,00",4.316 CONTRATOS,"7.765.015.650,79"
0375/2022,25.000.004570.2022,13/10/2022,31/12/2022,2,SES - 25.0001,07.631.411/0001-24 - MJ COMÉRCIO DE MÓVEIS EIRELI - ME,MATERIAL DE LIMPEZA E EMBALAGEM,"1.040,00",4.316 CONTRATOS,"7.765.015.650,79"
0376/2022,25.000.004570.2022,13/10/2022,31/12/2022,2,SES - 25.0001,20.081.283/0001-50 - MAX BIG COMÉRCIO ATACADISTA DE MATERIAL EIRELI,MATERIAL DE LIMPEZA E EMBALAGEM,"102.530,00",4.316 CONTRATOS,"7.765.015.650,79"
0001/2022,20.000.256428.2022 ,07/10/2022,06/10/2027,60,SEFAZ - 20.0001,00.000.000/0001-91 - BANCO DO BRASIL S/A,SERVIÇO ESPECIALIZADO,"434.000,00",4.316 CONTRATOS,"7.765.015.650,79"
0001/2022,12.000.000015.2022,06/10/2022,06/10/2023,12,SEDAM 12.0001,92.559.830/0001-71 - GREEN CARD S/A REFEIÇÕES COMÉRCIO E SERVIÇOS,SERVIÇOS,"96.000,00",4.316 CONTRATOS,"7.765.015.650,79"
0011/2022,29.000.000025.2022,06/10/2022,06/10/2023,12,SECOM - 29.0001,01.752.306/0001-67 - EMPRESA ELLY SOM LTDA,OUTROS SERVIÇOS ESPECIALIZADOS,"1.378.360,00",4.316 CONTRATOS,"7.765.015.650,79"
0026/2022,,07/10/2022,31/12/2022,2,SEFAZ - 20.0001,01.181.242/0002-72 - COMPWIRE INFORMÁTICA LTDA,EQUIPAMENTOS E SOFTWARES DE INFORMÁTICA,"3.016.000,00",4.316 CONTRATOS,"7.765.015.650,79"
0035/2022,38.000.000222.2022,10/10/2022,31/12/2022,2,PC - 38.0001,05.672.519/0001-30 - PADARIA PONTES LTDA,GÊNEROS ALIMENTÍCIOS,"37.200,00",4.316 CONTRATOS,"7.765.015.650,79"
0035/2022,24.000.004499.2022,07/10/2022,31/12/2022,2,SEAP - 24.0001,47.504.653/0001-71 - CAFAYATE COMERCIAL LTDA,AQUISIÇÃO DE FERRAMENTAS,"39.197,50",4.316 CONTRATOS,"7.765.015.650,79"
0037/2022,19.000.004219.2021,07/10/2022,31/12/2022,2,CPAM - 25.0601,30.397.976/0001-00 - LL COMÉRCIO DE ALIMENTOS EIRELI,GÊNEROS ALIMENTÍCIOS,"140.011,80",4.316 CONTRATOS,"7.765.015.650,79"
0038/2022,19.000.004219.2021,11/10/2022,31/12/2022,2,CPAM - 25.0601,07.526.979/0001-85 - RAIMUNDO ADELMAR FONSECA PIRES - EPP,GÊNEROS ALIMENTÍCIOS,"29.038,50",4.316 CONTRATOS,"7.765.015.650,79"
0051/2022,31.205.007098.2022,11/10/2022,11/10/2023,12,SUDEMA - 34.0101,04.997.899/0001-10 - RWR CONSULTORIA E ASSESSORIA LTDA,SERVIÇO ESPECIALIZADO NA ÁREA JURÍDICA,"54.000,00",4.316 CONTRATOS,"7.765.015.650,79"
0056/2022,,07/10/2022,07/10/2023,12,SUDEMA - 34.0101,700.676.584-66 - FELIPE ARAUJO DA SILVA,CESSÃO DE ESTÁGIO CURRICULAR,"8.136,00",4.316 CONTRATOS,"7.765.015.650,79"
0060/2022,,07/10/2022,07/10/2023,12,SUDEMA - 34.0101,102.648.374-36 - TAINARA FERNANDES BARBOSA,CESSÃO DE ESTÁGIO CURRICULAR,"8.136,00",4.316 CONTRATOS,"7.765.015.650,79"
0061/2022,30.000.012549.2021,10/10/2022,09/10/2027,60,SEAD - 19.0001,60.746.948/0001-12 - BANCO BRADESCO S/A,SERVIÇOS,,4.316 CONTRATOS,"7.765.015.650,79"
0098/2022,25.205.012296.2022,07/10/2022,31/12/2022,2,CHCF - 25.0501 ,35.044.590/0001-39 - JR COMÉRCIO DE UTILIDADES EIRELI,MATERIAL DE EXPEDIENTE,"18.361,73",4.316 CONTRATOS,"7.765.015.650,79"
0099/2022,25.205.012296.2022,07/10/2022,31/12/2022,2,CHCF - 25.0501 ,34.387.726/0001-40 - SMART COMÉRCIO E SERVIÇOS EIRELI,MATERIAL DE EXPEDIENTE,"49.374,30",4.316 CONTRATOS,"7.765.015.650,79"
0100/2022,25.205.012296.2022,07/10/2022,31/12/2022,2,CHCF - 25.0501 ,04.654.716/0001-63 - COMERCIAL MEDEIROS LTDA,MATERIAL DE EXPEDIENTE,"10.669,38",4.316 CONTRATOS,"7.765.015.650,79"
0114/2022,25.203.000095.2022,10/10/2022,31/12/2022,2,MFD- 25.0301,12.040.718/0001-90 - GRADUAL COMÉRCIO E SERVIÇOS EIRELI,MATERIAL MÉDICO-HOSPITALAR,"11.148,30",4.316 CONTRATOS,"7.765.015.650,79"
0115/2022,25.203.000095.2022,11/10/2022,31/12/2022,2,MFD- 25.0301,08.674.752/0001-40 - CIRURGICA MONTEBELLO LTDA,MATERIAL MÉDICO-HOSPITALAR,"8.006,04",4.316 CONTRATOS,"7.765.015.650,79"
0116/2022,25.203.000095.2022,10/10/2022,31/12/2022,2,MFD- 25.0301,27.664.639/0001-28 - DFC HOSPITALAR COMÉRCIO E SERVIÇOS EIRELI,MATERIAL MÉDICO-HOSPITALAR,"2.300,00",4.316 CONTRATOS,"7.765.015.650,79"
0691/2022,19.000.016649.2021,11/10/2022,31/03/2023,5,SEDH - 27.0001,04.602.789/0001-01 - DATEN TECNOLOGIA LTDA,MATERIAL DE EXPEDIENTE,"254.450,00",4.316 CONTRATOS,"7.765.015.650,79"
1-18/2022,,11/10/2022,11/01/2023,3,SEIRH - 31.0001,09.156.195/0001-38 - ALFAPRINT LOCAÇÕES EIRELLI-ME,AQUISIÇÃO DE BENS MÓVEIS,"214.460,32",4.316 CONTRATOS,"7.765.015.650,79"
0005/2022,,04/10/2022,03/10/2023,12,CGE - 11.0001 ,133.958.724-67 - LAÍS DE OLIVEIRA SOUTO MENDES,BOLSISTA,"14.544,00",4.316 CONTRATOS,"7.765.015.650,79"
0010/2022,19.000.029404.2019,05/10/2022,05/10/2023,12,SECOM - 29.0001,09.377.459/0001-83 - EMPRESA KAIRÓS SEGURANÇA LTDA,VIGILÂNCIA DE BENS IMÓVEIS,"164.442,12",4.316 CONTRATOS,"7.765.015.650,79"
0011/2022,29.204.000217.2022,05/10/2022,31/12/2022,2,EPC - 29.0401,13.025.128/0001-51 - NF COMÉRCIO DE EQUIPAMENTOS PARA ESCRITÓRIO E SOLUÇÕES DIGITAIS LTDA - ME,AQUISIÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS,"74.900,00",4.316 CONTRATOS,"7.765.015.650,79"
0017/2022,19.000.011859.2022,06/10/2022,31/12/2022,2,FUNESBOM - 57.0001 ,15.453.449/0001-82 - RESGATECNICA COMERCIO DE EQUIPAMENTOS DE RESGATE EIRELI,MATERIAL DE CONSUMO,"116.700,00",4.316 CONTRATOS,"7.765.015.650,79"
0019/2022,20.000.200340.2022,04/10/2022,03/12/2022,2,SEFAZ - 20.0001,42.143.426/0001-44 - C3 CONSTRUÇÕES E INCORPORAÇÕES LTDA-EPP,OBRAS DE CONSTRUÇÃO E IMPLANTAÇÃO,"310.006,67",4.316 CONTRATOS,"7.765.015.650,79"
0023/2022,25.234.000002.2022,04/10/2022,31/12/2022,2,LACEN 25.3701,31.059.333/0001-10 - CONTROLE MEDLAB COMERCIO DE MEDICAMENTOS EIRELI,MATERIAL PARA LABORATÓRIO E PESQUISA,"18.980,70",4.316 CONTRATOS,"7.765.015.650,79"
0024/2022,25.234.000002.2022,04/10/2022,31/12/2022,2,LACEN 25.3701,21.495.540/0001-63 - NETCARE COMERCIO DE PRODUTOS MEDICOS E LABORATORIAIS LTDA,MATERIAL PARA LABORATÓRIO E PESQUISA,"906,00",4.316 CONTRATOS,"7.765.015.650,79"
0036/2022,19.000.004219.2021,06/10/2022,31/12/2022,2,CPAM - 25.0601,17.020.542/0001-29 - DISTRIBUIDORA BRAZMAC LTDA.,GÊNEROS ALIMENTÍCIOS,"92.683,80",4.316 CONTRATOS,"7.765.015.650,79"
0060/2022,19.000.000180.2022 ,06/10/2022,05/10/2023,12,SEAD - 19.0001,07.400.977/0001-45 - PLANTEK SERVIÇOS LTDA,SERVIÇO ESPECIALIZADO,"76.360,00",4.316 CONTRATOS,"7.765.015.650,79"
0077/2022,26.000.000034.2022,06/10/2022,31/12/2022,2,SEDS - 26.0001,92.781.335/0001-02 - TAURUS ARMAS S.A.,ARMAMENTOS E EQUIPAMENTOS MILITARES,"704.086,00",4.316 CONTRATOS,"7.765.015.650,79"
0099/2022,19.000.029404.2019,06/10/2022,06/10/2023,12,SUPLAN - 31.0201,09.377.459/0001-83 - KAIROZ SEGURANÇA LTDA,SERVIÇO ESPECIALIZADO NA ÁREA DE SEGURANÇA,"492.406,20",4.316 CONTRATOS,"7.765.015.650,79"
0157/2022,19.000.007988.2021,06/10/2022,31/12/2022,2,HEETSHL - 25.1501,26.484.825/0001-12 - MASTER COMERCIAL LTDA,MATERIAL MÉDICO-HOSPITALAR,"9.648,80",4.316 CONTRATOS,"7.765.015.650,79"
0352/2022,9.000.004491.2020,05/10/2022,31/12/2022,2,SES - 25.0001,09.032.626/0002-35 - AGFA DO BRASIL LTDA,AQUISIÇÃO DE EQUIPAMENTOS HOSPITALARES,"1.038.000,00",4.316 CONTRATOS,"7.765.015.650,79"
0353/2022,19.000.004491.2020,05/10/2022,31/12/2022,2,SES - 25.0001,31.950.325/0001-69 - QUALIMAGE COMÉRCIO SERVIÇOS E REPRESENTAÇÕES LTDA,AQUISIÇÃO DE EQUIPAMENTOS HOSPITALARES,"2.361.300,00",4.316 CONTRATOS,"7.765.015.650,79"
0354/2022,19.000.004491.2020,05/10/2022,31/12/2022,2,SES - 25.0001,02.799.882/0001-22 - LOTUS INDÚSTRIA E COMÉRCIO LTDA,AQUISIÇÃO DE EQUIPAMENTOS HOSPITALARES,"179.600,00",4.316 CONTRATOS,"7.765.015.650,79"
0362/2022,25.000.001187.2021,05/10/2022,06/07/2023,9,SES - 25.0001,08.792.356/0001-17 - INSTEC – INSTALAÇÕES TÉNICAS LTDA-ME,SERVIÇOS,"164.503,16",4.316 CONTRATOS,"7.765.015.650,79"
0363/2022,19.000.004491.2020,05/10/2022,31/12/2022,2,SES - 25.0001,71.256.283/0001-85 - KONICA MINOLTA HEALTHCARE DO BRASIL INDUSTRIA,AQUISIÇÃO DE EQUIPAMENTOS HOSPITALARES,"1.015.000,00",4.316 CONTRATOS,"7.765.015.650,79"
0364/2022,25.000.000069.2022,06/10/2022,31/12/2022,2,SES - 25.0001,40.787.152/0001-09 - CIRUFARMA COMERCIAL LTDA,MEDICAMENTOS,"41.080,00",4.316 CONTRATOS,"7.765.015.650,79"
0365/2022,25.000.000069.2022,06/10/2022,31/12/2022,2,SES - 25.0001,"15.218.561/0001-39 - NNMED – DISTRIBUIÇÃO, IMPORTAÇÃO E EXPORTAÇÃO DE MEDICAMENTOS LTDA",MEDICAMENTOS,"8.860,00",4.316 CONTRATOS,"7.765.015.650,79"
0677/2022,19.000.026480.2020,06/10/2022,31/12/2022,2,SEDH - 27.0001,23.533.848/0001-81 - RT COSTA FELICIANO,MATERIAL DE LIMPEZA E EMBALAGEM,"1.529,10",4.316 CONTRATOS,"7.765.015.650,79"
0012/2022,,03/10/2022,02/10/2023,12,PBPREV - 09.0101,05.250.796/0001-54 - NETWORK SECURE SEGURANÇA DA INFORMAÇÃO LTDA,EQUIPAMENTOS E SOFTWARES DE INFORMÁTICA,"21.000,00",4.316 CONTRATOS,"7.765.015.650,79"
0016/2022,19.000.029404.2019,30/09/2022,30/09/2023,12,EMPREENDER - 77.0001,09.377.459/0001-83 - KAIRÓS SEGURANÇA LTDA,SERVIÇO ESPECIALIZADO NA ÁREA DE SEGURANÇA,"164.442,12",4.316 CONTRATOS,"7.765.015.650,79"
0022/2022,19.000.012662.2022,03/10/2022,03/10/2023,12,SEIRH - 31.0001,"92.559.830/0001-71 - EMPRESA GREEN CARD S/A REFEIÇÕES, COMERCIO E SERVIÇOS",FORNECIMENTO DE REFEIÇÕES,"624.000,00",4.316 CONTRATOS,"7.765.015.650,79"
0025/2022,25.234.000002.2022,04/10/2022,31/12/2022,2,LACEN 25.3701,01.274.126/0001-17 - D-OXXI NORDESTE LTDA,MATERIAL PARA LABORATÓRIO E PESQUISA,"1.496,70",4.316 CONTRATOS,"7.765.015.650,79"
0026/2022,25.234.000002.2022,04/10/2022,31/12/2022,2,LACEN 25.3701,39.409.828/0001-33 - BCLAB PRODUTOS LABORATORIAIS,MATERIAL PARA LABORATÓRIO E PESQUISA,"54,40",4.316 CONTRATOS,"7.765.015.650,79"
0028/2022,19.204.000410.2022,03/10/2022,03/10/2023,12,CODATA - 19.0401,24.372.716/0001-88 - CMZ- AR COMÉRCIO E INSTALAÇÕES LTDA- ME,MANUTENÇÃO E RECUPERAÇÃO,"68.100,00",4.316 CONTRATOS,"7.765.015.650,79"
0029/2022,25.204.000002.2022,30/09/2022,31/12/2022,3,HPCJM - 25.0401,23.265.304/0001-86 - EZEQUIAS VIERA DA SILVA ME,GÊNEROS ALIMENTÍCIOS,"71.554,00",4.316 CONTRATOS,"7.765.015.650,79"
0050/2022,19.000.000682.2021,03/10/2022,31/12/2022,2,SEE - 22.0001,17.417.928/0001-79 - VENTISOL DA AMAZONIA INDUSTRIA DE APARELHOS ELETRICOS LTDA,AQUISIÇÃO DE BENS MÓVEIS,"992.435,00",4.316 CONTRATOS,"7.765.015.650,79"
0056/2022,31.203.000068.2022,03/10/2022,03/10/2023,12,DOCAS - 31.0301,15.718.526/0001-89 - 4 RODAS LOCADORA LTDA,LOCAÇÃO DE VEÍCULOS,"27.960,00",4.316 CONTRATOS,"7.765.015.650,79"
0062/2022,26.000.000071.2021,03/10/2022,31/12/2022,2,SEDS - 26.0001,09.165.969/0001-97 - M1 - CONSULTORIA E TECNOLOGIA LTDA - ME,ARMAMENTOS E EQUIPAMENTOS MILITARES,"673.950,00",4.316 CONTRATOS,"7.765.015.650,79"
0096/2022,25.205.012329.2022,03/10/2022,05/04/2023,6,CHCF - 25.0501 ,15.353.461/0001-15 - AMBAR SERVIÇOS EIRELI ME,SERVIÇOS,"108.000,00",4.316 CONTRATOS,"7.765.015.650,79"
0098/2022,31.202.000577.2022,04/10/2022,30/08/2023,10,SUPLAN - 31.0201,"00.976.179/0001-17 - LINK ENGENHARIA, INDÚSTRIA E COMÉRCIO LTDA ",OBRAS,"323.639,00",4.316 CONTRATOS,"7.765.015.650,79"
0129/2022,19.000.008732.2021,03/10/2022,31/12/2022,2,HEETSHL - 25.1501,04.927.672/0001-06 - SC & M COMERCIAL DE MATERIAIS DE ESCRITÓRIO E INFORMÁTICA LTDA,MATERIAL DE LIMPEZA E EMBALAGEM,"5.970,00",4.316 CONTRATOS,"7.765.015.650,79"
0159/2022,19.000.007988.2021,03/10/2022,31/12/2022,2,HEETSHL - 25.1501,04.925.272/0001-53 - BSB COMERCIAL HOSPITALAR EIRELI,MATERIAL MÉDICO-HOSPITALAR,"69.855,20",4.316 CONTRATOS,"7.765.015.650,79"
0181/2022,19.000.032161.2020,01/10/2022,31/12/2022,2,MFD- 25.0301,01.687.725/0002-43 - CENTRO ESPECIALIZADO EM NUTRIÇÃO ENTERAL E PARENTERAL - CENEP,MATERIAL DE CONSUMO,"16.191,00",4.316 CONTRATOS,"7.765.015.650,79"
0201/2022,31.206.016364.2022,04/10/2022,04/10/2023,12,CAGEPA - 31.0601,06.029.881/0001-50 -  PHS INDÚSTRIA E COMÉRCIO DE TUBOS E CONEXÕES,MATERIAL DE USO ESPECÍFICO,"55.999,50",4.316 CONTRATOS,"7.765.015.650,79"
0359/2022,19.000.010172.2022,04/10/2022,31/12/2022,2,SES - 25.0001,49.601.107/0001-84 - FRENESIUS HEMOCARE BRASIL LTDA,MATERIAL DA ÁREA DE SAÚDE,"604.440,00",4.316 CONTRATOS,"7.765.015.650,79"
0360/2022,25.000.000069.2022,04/10/2022,31/12/2022,2,SES - 25.0001,07.484.373/0001-24 - UNI HOSPITALAR LTDA,MEDICAMENTOS,"1.400,00",4.316 CONTRATOS,"7.765.015.650,79"
0361/2022,25.000.000069.2022,04/10/2022,31/12/2022,2,SES - 25.0001,03.817.043/0001-52 - PHAMAPLUS LTDA,MEDICAMENTOS,"38.031,00",4.316 CONTRATOS,"7.765.015.650,79"
0727/2022,19.000.000743.2021,04/10/2022,29/06/2023,8,SEDH - 27.0001,15.348.142/0001-11 - UZE BRINDES E UNIFORMES LTDA,MATERIAL DE CONSUMO,"160.110,00",4.316 CONTRATOS,"7.765.015.650,79"
0003/2022,,29/09/2022,29/09/2023,12,SEAFDS - 16.0001,27.595.780/0001-16 - CS BRASIL FROTAS S.A ,SERVIÇO ESPECIALIZADO,"841.432,56",4.316 CONTRATOS,"7.765.015.650,79"
0013/2022,19.000.011888.2021,29/09/2022,31/12/2022,3,SEFAZ - 20.0001,16.667.433/0001-35 - VTA MACHADO DE ARRUDA E CIA LTDA-EPP,MATERIAL DE EXPEDIENTE,"12.914,00",4.316 CONTRATOS,"7.765.015.650,79"
0014/2022,19.000.011888.2021,29/09/2022,31/12/2022,3,SEFAZ - 20.0001,"41.597.891/0001-92 - EXCLUSIVA COMÉRCIO E SERVIÇOS, PAPELARIA E INFORMÁTICA LTDA-ME",MATERIAL DE EXPEDIENTE,"267,00",4.316 CONTRATOS,"7.765.015.650,79"
0015/2022,19.000.012207.2022,29/09/2022,29/09/2023,12,EMPREENDER - 77.0001,03.776.266/0001-19 - LOCAVEL BUS TRANSPORTES E FRETAMENTO LTDA,LOCAÇÃO DE VEÍCULOS,"71.400,00",4.316 CONTRATOS,"7.765.015.650,79"
0015/2022,19.000.011888.2021,29/09/2022,31/12/2022,3,SEFAZ - 20.0001,20.873.342/0001-23 - HC COMÉRCIO DE PAPELARIA E SERVIÇOS LTDA-EPP,MATERIAL DE EXPEDIENTE,"3.642,00",4.316 CONTRATOS,"7.765.015.650,79"
0019/2022,23.901.000032.2022,29/09/2022,31/12/2022,3,FUNESBOM - 57.0001 ,"16.631.594/0001-79 - DROPS BUFFET, EVENTOS E ESCOLA GASTRONÔMICA EIRELI",SERVIÇOS,"51.800,00",4.316 CONTRATOS,"7.765.015.650,79"
0020/2022,23.901.000032.2022R1,29/09/2022,29/09/2023,12,FUNESBOM - 57.0001 ,05.672.519/0001-30 - PADARIA PONTES LTDA - ME,SERVIÇOS,"30.723,00",4.316 CONTRATOS,"7.765.015.650,79"
0023/2022,19.000.011941.2022,29/09/2022,31/12/2022,3,SEFAZ - 20.0001,21.308.480/0001-22 - AR RP CERTIFICAÇÃO DIGITAL EIRELI-EPP,SERVIÇO ESPECIALIZADO NA ÁREA DE INFORMÁTICA,"20.430,00",4.316 CONTRATOS,"7.765.015.650,79"
0031/2022,15.201.000326.2022,29/09/2022,31/12/2022,3,IHGER - 15.0101,03.149.182/0001-55 - CLINUTRI LTDA,MEDICAMENTOS,"159.500,00",4.316 CONTRATOS,"7.765.015.650,79"
0032/2022,15.201.000601.2021,29/09/2022,31/12/2022,3,IHGER - 15.0101,00.029.372/0002-21 - GE HEALTHCARE DO BRASIL COM. E SERV. PARA EQUIPAMENTOS MÉDICO-HOSPITALARES LTDA.,MATERIAL PERMANENTE,"102.500,00",4.316 CONTRATOS,"7.765.015.650,79"
0055/2022,,30/09/2022,27/01/2023,4,SEE - 22.0001,03.574.184/0004-34 - ASTRAL CIENTÍFICA COMERCIO DE PRODUTOS E EQUIPAMENTOS LTDA,EQUIPAMENTOS,"16.494.660,00",4.316 CONTRATOS,"7.765.015.650,79"
0057/2022,31.201.003071.2022,29/09/2022,23/01/2024,16,DER - 31.0101,02.286.941/0001-69 - VIA TÉCNICA CONSTRUÇÃO LTDA,OBRAS,"5.985.898,35",4.316 CONTRATOS,"7.765.015.650,79"
0066/2022,26.201.029809.2022,29/09/2022,29/09/2023,12,DETRAN - 26.0101,24.177.898/0001-36 - ANA MARIS ALVES TIMOTEO EIRELI - PERFIL ,OUTROS SERVIÇOS ESPECIALIZADOS,"36.519,12",4.316 CONTRATOS,"7.765.015.650,79"
0067/2022,26.201.020615.2022,29/09/2022,29/09/2023,12,DETRAN - 26.0101,32.495.070/0001-54 - CLÍNICA DE PSICOLOGIA E TERAPIA OCUPACIONAL - LTDA - CLINAPSI,OUTROS SERVIÇOS ESPECIALIZADOS,"73.038,24",4.316 CONTRATOS,"7.765.015.650,79"
0149/2022,25.215.000030.2022,29/09/2022,27/03/2023,6,HEETSHL - 25.1501,34.157.179/0001-07 - ABSOLUTA SERVIÇOS ASSESSORIA EMPRESARIAL E COMÉRCIO LTDA,OUTRAS MANUTENÇÕES E RECUPERAÇÕES,"18.300,00",4.316 CONTRATOS,"7.765.015.650,79"
0155/2022,19.000.008276.2020,29/09/2022,31/12/2022,3,HEETSHL - 25.1501,28.031.958/0001-69 - RCP COMÉRCIO ELETRODOMÉSTICO EIRELI,MATERIAL DE LIMPEZA E EMBALAGEM,"2.589,84",4.316 CONTRATOS,"7.765.015.650,79"
0355/2022,25.000.000568.2021,30/09/2022,31/12/2022,3,SES - 25.0001,46.055.703/0001-18 - TEB TECNOLOGIA ELETRONICA BRASILEIRA LTDA,EQUIPAMENTOS,"154.500,00",4.316 CONTRATOS,"7.765.015.650,79"
0356/2022,25.000.000568.2021,30/09/2022,31/12/2022,3,SES - 25.0001,10.757.876/0001-30 - SR - PRODUTOS MÉDICOS LTDA,EQUIPAMENTOS,"14.400,00",4.316 CONTRATOS,"7.765.015.650,79"
0357/2022,25.000.000568.2021,30/09/2022,31/12/2022,3,SES - 25.0001,03.874.953/0001-77 - SIERDOVSKI & SIERDOVSKI LTDA,EQUIPAMENTOS,"247.359,25",4.316 CONTRATOS,"7.765.015.650,79"
0358/2022,25.000.000568.2021,30/09/2022,31/12/2022,3,SES - 25.0001,09.342.946/0001-00 - PRIME MEDICAL COMERCIO DE MATERIAL MEDICO EIRELI,EQUIPAMENTOS,"144.587,00",4.316 CONTRATOS,"7.765.015.650,79"
0016/2022, 19.000.016649.2021 ,26/09/2022,26/12/2022,3,FAPESQ - 35.1001,04.602.789/0001-01 - DATEN TECNOLOGIA LTDA,MATERIAL PERMANENTE,"72.700,00",4.316 CONTRATOS,"7.765.015.650,79"
0017/2022,19.000.016649.2021,26/09/2022,26/12/2022,3,FAPESQ - 35.1001,02.213.325/0001-88 - PLUGNET REPRESENTAÇÕES E INFORMÁTICA,MATERIAL PERMANENTE,"92.590,00",4.316 CONTRATOS,"7.765.015.650,79"
0017/2022,19.000.000682.2021,26/09/2022,31/12/2022,3,SEFAZ - 20.0001,00.171.258/0001-50 - EXCELLENCE COMERCIAL LTDA-ME,AQUISIÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS,"199.800,00",4.316 CONTRATOS,"7.765.015.650,79"
0020/2022,19.000.002875.2020,28/09/2022,31/12/2022,3,SEFAZ - 20.0001,31.202.451/0001-35 - MAIS ESTOQUE COMÉRCIO E DISTRIBUIDORA EIRELI-EPP,MATERIAL DE LIMPEZA E EMBALAGEM,"2.210,00",4.316 CONTRATOS,"7.765.015.650,79"
0021/2022,19.000.002875.2020,26/09/2022,31/12/2022,3,SEFAZ - 20.0001,07.631.411/0001-24 - MJ COMÉRCIO DE MÓVEIS EIRELI-ME,MATERIAL DE LIMPEZA E EMBALAGEM,"2.505,75",4.316 CONTRATOS,"7.765.015.650,79"
0022/2022,19.000.002875.2020,26/09/2022,31/12/2022,3,SEFAZ - 20.0001,22.280.916/0001-85 - NORDESTE POTENCIAL COMÉRCIO E SERVICOS EIRELI-EPP,MATERIAL DE LIMPEZA E EMBALAGEM,"7.671,50",4.316 CONTRATOS,"7.765.015.650,79"
0056/2022,19.000.016722.2021,28/09/2022,28/09/2023,12,DER - 31.0101,27.595.780/0001-16 - CS  BRASIL FROTAS S.A,LOCAÇÃO DE VEÍCULOS,"340.655,28",4.316 CONTRATOS,"7.765.015.650,79"
0058/2022,19.000.012662.2022,28/09/2022,28/09/2023,12,DER - 31.0101,92.559.830/0001-71 - GREEN CARD S/A REFEIÇÕES COMÉRCIO E SERVIÇOS,FORNECIMENTO DE REFEIÇÕES,"960.000,00",4.316 CONTRATOS,"7.765.015.650,79"
011//2022,25.000.003261.2022,27/09/2022,23/01/2024,16,SES - 25.0001,47.793.717/0001-00 - CONSÓRCIO TPF-AMAR,SERVIÇO ESPECIALIZADO NA ÁREA DE ENGENHARIA,"2.020.058,72",4.316 CONTRATOS,"7.765.015.650,79"
0132/2022,19.000.000973.2021,27/09/2022,31/12/2022,3,SEDH - 27.0001,22.416.068/0002-70 - CMK AUTOMOÇÃO COMERCIAL EIRELI - EPP,MATERIAL DE EXPEDIENTE,"7.410,00",4.316 CONTRATOS,"7.765.015.650,79"
0156/2022,19.000.007988.2021,27/09/2022,31/12/2022,3,HEETSHL - 25.1501,14.425.382/0001-00 - MEDICAL LIFE COMÉRCIO EIRELI  ,MATERIAL MÉDICO-HOSPITALAR,"1.315.498,00",4.316 CONTRATOS,"7.765.015.650,79"
0158/2022,19.000.007988.2021,27/09/2022,31/12/2022,3,HEETSHL - 25.1501,36.327.075/0001-29 - FORTCLEAN COMÉRCIO DE EQUIPAMENTOS EIRELI,MATERIAL MÉDICO-HOSPITALAR,"14.656,14",4.316 CONTRATOS,"7.765.015.650,79"
0160/2022,19.000.007988.2021,27/09/2022,31/12/2022,3,HEETSHL - 25.1501,34.813.172/0001-04 - A F R DISTRIBUIDORA DE PRODUTOS LTDA,MATERIAL MÉDICO-HOSPITALAR,"28.362,60",4.316 CONTRATOS,"7.765.015.650,79"
0345/2022,25.000.005379.2022,27/09/2022,31/12/2022,3,SES - 25.0001,25.210.463/0003-70 - PTC FARMACEUTICA DO BRASIL LTDA,MEDICAMENTOS,"1.719.594,00",4.316 CONTRATOS,"7.765.015.650,79"
0347/2022,19.000.019484.2022,29/09/2022,31/12/2022,3,SES - 25.0001,02.323.033/0001-06 - UNIDAS VEICULOS E SERVIÇOS LTDA,AQUISIÇÃO DE BENS MÓVEIS,"5.022.000,00",4.316 CONTRATOS,"7.765.015.650,79"
